,Unnamed: 0,photo_url,link,name,central_distance,sustainability,rating,comfort_rating,review_count,room_description,room_specifics,price,original_price,neighborhood_city,start_date,end_date,map_lat,map_lng,name.1,description
57,57,https://cf.bstatic.com/xdata/images/hotel/square600/325191940.webp?k=d213564effa9cd6ae32be44125c11ac62e844bfd0d70760c7fced53dee6fdc3a&o=,https://www.booking.com/hotel/us/e-central-hotel-downtown.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=58&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211464&all_sr_blocks=18230901_332726485_0_0_0&highlighted_blocks=18230901_332726485_0_0_0&matching_block_id=18230901_332726485_0_0_0&sr_pri_blocks=18230901_332726485_0_0_0__258801&from=searchresults#hotelTmpl,E Central Hotel Downtown Los Angeles,2.1,,8.4,9.0,"1,689 reviews",Superior King Room,1 king bed,2374,2587.0,"Downtown LA, Los Angeles",2024/04/14,2024/04/21,34.044365,-118.264292,E Central Hotel Downtown Los Angeles,"This central Los Angeles boutique hotel is located across from the Microsoft Theater, Crypto.com Arena and Conga Room at the LA Live Entertainment Center. Free Wi-Fi and an on-site spa services are featured.
A 65-inch flat-screen cable TV is offered in each guest room at the E-Central Hotel. A Keurig single-cup coffee machine and private bathroom with premium toiletries, plush bathrobes and rain shower head are also included.
The E-Central Hotel features 2 on-site restaurants, Nixo Patio Lounge for breakfast and dinner.
The Los Angeles Convention Center is 0.6 mi away. Los Angeles International Airport (LAX) is 17 mi away."
58,58,https://cf.bstatic.com/xdata/images/hotel/square600/18589815.webp?k=54051bd2788f834accccdc1d122dc2fab75bcfc768c56958901422bcb234e681&o=,https://www.booking.com/hotel/us/royal-palace-westwood.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=59&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211464&all_sr_blocks=7955502_204325192_0_1_0&highlighted_blocks=7955502_204325192_0_1_0&matching_block_id=7955502_204325192_0_1_0&sr_pri_blocks=7955502_204325192_0_1_0__163840&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Royal Palace Westwood Hotel,18.4,1.0,8.1,8.5,756 reviews,Standard Queen Room,1 queen bed,1503,,"Westwood, Los Angeles",2024/04/14,2024/04/21,34.06053146,-118.44279349,Royal Palace Westwood Hotel,"This convenient hotel allows guests to easily explore Los Angeles and its shopping, museums, art galleries, theaters and restaurants. UCLA is located 2 blocks away.
Royal Palace features spacious rooms, some even have patios or balconies. Appreciate the refrigerator, coffee maker and microwave in every accommodation.
Attractions such as the Venice Beaches, Beverly Hills and Fox studios are within 5 miles of the hotel. For a great location and contemporary amenities, stay at the Palace."
59,59,https://cf.bstatic.com/xdata/images/hotel/square600/497475684.webp?k=16be6eb745245a4dea36ae401d5dc2e86794f5614c9e08c78a8ab675c78785f8&o=,https://www.booking.com/hotel/us/hotel-santa-monica-blvd-santa-monica.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=60&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211464&all_sr_blocks=48907802_190192634_2_1_0&highlighted_blocks=48907802_190192634_2_1_0&matching_block_id=48907802_190192634_2_1_0&sr_pri_blocks=48907802_190192634_2_1_0__164342&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Comfort Inn Santa Monica - West Los Angeles,21.2,1.0,7.4,,"1,502 reviews",Standard one Queen Bed - Non-Smoking,1 queen bed,1508,,"Santa Monica, Los Angeles",2024/04/14,2024/04/21,34.03507053,-118.47235277,Comfort Inn Santa Monica - West Los Angeles,"Comfort Inn Santa Monica - West Los Angeles is conveniently located on Santa Monica Boulevard and is 2 miles from the Santa Monica Pier. This hotel is close to area attractions like Beverly Hills, Rodeo Drive, the Hollywood Walk of Fame and Venice Beach.
All rooms come equipped with refrigerators, microwaves, irons, ironing boards, safes and hair dryers. Feel the ocean breeze in our well-appointed patio area with its coordinated furniture and umbrellas. Business travelers will appreciate the modern conveniences including fax services. Ample free parking is available.
Guest of West Los Angeles Comfort Inn Santa Monica are offered amenities such as free breakfast with hot waffles, free high-speed Internet access, free in-room coffee and an outdoor heated pool.
While staying at the hotel, guests can visit Universal Studios Hollywood, TCL Chinese Theater, The Getty Center Los Angeles, The Getty Villa Malibu, Griffith Observatory, Disneyland, Knott's Berry Farm and Six Flags Magic Mountain. Guests often visit the historical carousel at Pacific Park on the Santa Monica Pier. Shoppers can like the bustling shops on the Third Street Promenade, Main Street and Santa Monica Place, which offers a variety of restaurants, shops, entertainment, art galleries and museums.
Hotel chain/brand:
Comfort Inn
Distance in property description is calculated using © OpenStreetMap
Show me more"
60,60,https://cf.bstatic.com/xdata/images/hotel/square600/511889864.webp?k=7750c7b54be7d1b8d3aaaa2fb1d547831b811d40ae30cc5d5e8749fafef2fce4&o=,https://www.booking.com/hotel/us/wingate-by-wyndham-los-angeles.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=61&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211464&all_sr_blocks=103746617_383530083_2_1_0&highlighted_blocks=103746617_383530083_2_1_0&matching_block_id=103746617_383530083_2_1_0&sr_pri_blocks=103746617_383530083_2_1_0__135299&from=searchresults#hotelTmpl,"Hampton Inn Los Angeles Airport, CA",16.9,,7.8,8.0,5 reviews,King Room with Sofa Bed,1 king bed,1241,,"LAX Area, Los Angeles",2024/04/14,2024/04/21,33.94242446,-118.36987378,"Hampton Inn Los Angeles Airport, CA","Offering a fitness center, Wingate by Wyndham LAX is located in Los Angeles. Free WiFi access and a free morning breakfast are available. Guests can also enjoy a free airport shuttle service.
Each air-conditioned room at this hotel includes a flat-screen cable TV, a seating area, a microwave and a refrigerator. A coffee machine is also provided. Each private bathroom includes free toiletries.
At Wingate by Wyndham LAX you will find a 24-hour front desk and a mini-market. Other facilities offered at the property include meeting facilities and a vending machine. There is also a fitness center available for guests.
The hotel is 6.9 mi from Natural History Museum of Los Angeles County, 8.3 mi from Los Angeles County Museum of Art/LACMA and 8.5 mi from Koreatown. Los Angeles International Airport is 1.9 mi away.
Hotel chain/brand:
Hampton Inn
Distance in property description is calculated using © OpenStreetMap
Show me more"
61,61,https://cf.bstatic.com/xdata/images/hotel/square600/175945512.webp?k=d9ae6cab19645bc3067ea9e215f450b82c8f403d1b36f372c488525d852e10c4&o=,https://www.booking.com/hotel/us/no-850.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=62&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211464&all_sr_blocks=388375704_314805752_2_1_0&highlighted_blocks=388375704_314805752_2_1_0&matching_block_id=388375704_314805752_2_1_0&sr_pri_blocks=388375704_314805752_2_1_0__276207&from=searchresults#hotelTmpl,Hotel 850 SVB West Hollywood at Beverly Hills,13.6,,9.1,9.7,292 reviews,Superior Queen Room,1 queen bed,2534,2766.0,"West Hollywood, Los Angeles",2024/04/14,2024/04/21,34.086352,-118.384839,Hotel 850 SVB West Hollywood at Beverly Hills,"Located in Los Angeles, 2.4 miles from Petersen Automotive Museum, Hotel 850 SVB West Hollywood at Beverly Hills has accommodations with free bikes, private parking, a shared lounge and a terrace. This 4-star hotel offers a shared kitchen, room service and free WiFi. Guests can have a drink at the snack bar.
At the hotel, the rooms are equipped with a desk. Complete with a private bathroom equipped with a shower and free toiletries, all rooms at Hotel 850 SVB West Hollywood at Beverly Hills have a flat-screen TV and air conditioning, and selected rooms also feature a balcony. At the accommodation the rooms have bed linen and towels.
Guests at Hotel 850 SVB West Hollywood at Beverly Hills can enjoy a continental breakfast.
Staff at the hotel are available to give advice at the 24-hour front desk.
Los Angeles County Museum Of Art (LACMA) is 2.4 miles from Hotel 850 SVB West Hollywood at Beverly Hills, while Dolby Theater is 3.9 miles from the property. The nearest airport is Hollywood Burbank Airport, 11 miles from the accommodation."
62,62,https://cf.bstatic.com/xdata/images/hotel/square600/266457738.webp?k=711d0dabdd694c7a04317a6aef61729f8247fe2ce2ae1b8fbb9955665601790d&o=,https://www.booking.com/hotel/us/comfort-inn-near-old-town-pasadena.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=63&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211464&all_sr_blocks=18119416_384415021_2_1_0&highlighted_blocks=18119416_384415021_2_1_0&matching_block_id=18119416_384415021_2_1_0&sr_pri_blocks=18119416_384415021_2_1_0__128226&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Comfort Inn Near Old Town Pasadena in Eagle Rock,10.0,1.0,8.2,8.5,653 reviews,King Room - Handicap Accessible/Non-Smoking,1 king bed,1176,,"Northeast Los Angeles, Los Angeles",2024/04/14,2024/04/21,34.13939362,-118.21678251,Comfort Inn Near Old Town Pasadena in Eagle Rock,"Near attractions such as Universal Studios Hollywood and Dodger Stadium, and 8.1 mi away from Los Angeles City Center, this 100% smoke free hotel serves free coffee and pastries daily. An outdoor pool and hot tub are also included.
Guestrooms at the Old Town Pasadena Comfort Inn feature refrigerators, coffeemakers and free WiFi. Guests can work at the spacious work desk or relax while watching some cable TV.
Guests can also take advantage of the property's dry cleaning services or on-site laundry facilities. Free parking is also included."
63,63,https://cf.bstatic.com/xdata/images/hotel/square600/230326066.webp?k=f21d1a830e124ba880547a976228858849b2ab6c59a1d05d94222cbbe9932f0f&o=,https://www.booking.com/hotel/us/aan-group.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=64&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211464&all_sr_blocks=146048115_356400868_5_0_0&highlighted_blocks=146048115_356400868_5_0_0&matching_block_id=146048115_356400868_5_0_0&sr_pri_blocks=146048115_356400868_5_0_0__207402&from=searchresults#hotelTmpl,Central Apartment,9.3,,8.6,8.9,81 reviews,Apartment,"3 beds (1 sofa bed, 2 queens)",1903,,Los Angeles,2024/04/14,2024/04/21,34.06226017,-118.34345055,Central Apartment,"Located within the Miracle Mile and 0.8 mi from Los Angeles County Museum Of Art in Los Angeles, this apartment features a balcony with city views. The air-conditioned unit is 2.1 mi from Koreatown, and guests benefit from free WiFi and private parking available on site.
The unit equipped with a kitchen with a dishwasher and oven. A flat-screen TV is featured. Other facilities at Luxury Two Bedroom Near The Grove include a hot tub.
Dolby Theater is 2.7 mi from Luxury Two Bedroom Near The Grove, while Capitol Records Building is 3.1 mi away. The nearest airport is Los Angeles International Airport, 8.7 mi from the property.
Distance in property description is calculated using © OpenStreetMap
Show me more"
64,64,https://cf.bstatic.com/xdata/images/hotel/square600/380261799.webp?k=faba49164c3bc13351a331e346405b717f780226245ba56c9d9921ae88d5fa64&o=,https://www.booking.com/hotel/us/fairmont-miramar-bungalows.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=65&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211464&all_sr_blocks=18136503_193266303_2_0_0&highlighted_blocks=18136503_193266303_2_0_0&matching_block_id=18136503_193266303_2_0_0&sr_pri_blocks=18136503_193266303_2_0_0__517499&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Fairmont Miramar Hotel & Bungalows,24.1,3.0,7.8,8.5,383 reviews,Deluxe King Room with Ocean View,1 king bed,4747,,"Santa Monica, Los Angeles",2024/04/14,2024/04/21,34.01762917,-118.50122273,Fairmont Miramar Hotel & Bungalows,"Get the celebrity treatment with world-class service at Fairmont Miramar Hotel & Bungalows
Offering a full-service spa and rooms with a 42-inch flat-screen TV, this oceanfront hotel is 3 minutes' drive from Santa Monica Beach Park.  It features an outdoor pool and hot tub. A complimentary house-car within a 3 mi radius is available to guests.
24-hour room service is standard in all modern rooms at Fairmont Miramar Hotel & Bungalows.  Marble bathrooms are equipped with a bathrobe and slippers.  Most rooms have a balcony with ocean or garden views. Coffee making facilities and ironing facilities are also available.
Guests can visit the gift shop at the property. Hotel Fairmont Miramar offers a tour desk and child care services. Additionally guests can enjoy complimentary use of bicycles or work out in the fitness center. Business facilities are also available. An on-site barbershop is available to guests as well.
The fitness center is divided into an indoor and outdoor section. The outdoor section features views of the ocean and pool area. The pool area provides guests with a clubhouse that serves drinks and grilled food to those lounging by the pool. The on-site spa offers massages and access to a whirlpool tub.
FIG Restaurant features ingredients sourced from local farmers, ranchers, and fisheries. Chef Prendergast’s goal is to source the best products, treat them simply, and celebrate the bounty that Southern California is famous for. It's set along the property's pool area.
A lobby lounge offers a full bar along with lunch and dinner. Guests can unwind with a drink at the Lobby Lounge for breakfast, lunch, or dinner and get a cocktail at The Bungalow, which features panoramic ocean views and live music on Tuesdays.
This hotel is 17 minutes' drive from UCLA and 10 minutes' drive from Riviera Country Club.  Downtown Los Angeles is 16.4 miles away. Third Street Promenade is less than a half mile away."
65,65,https://cf.bstatic.com/xdata/images/hotel/square600/73954335.webp?k=c65d8aaacfedc15c21bd64bab0a91f2d820cb1362a2c67fbc54ae980835d8ac0&o=,https://www.booking.com/hotel/us/mosaic-hotel-beverly-hills.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=66&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211464&all_sr_blocks=5648506_205622132_4_42_0&highlighted_blocks=5648506_205622132_4_42_0&matching_block_id=5648506_205622132_4_42_0&sr_pri_blocks=5648506_205622132_4_42_0__222968&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Mosaic Hotel Beverly Hills,15.3,2.0,7.6,8.1,285 reviews,Deluxe Room Two Double Beds,2 full beds,2045,2361.0,"Beverly Hills, Los Angeles",2024/04/14,2024/04/21,34.06609866,-118.40899497,Mosaic Hotel Beverly Hills,"Only minutes from the shopping on Rodeo Drive, this hotel in Beverly Hills, California offers an on-site restaurant and guestrooms with contemporary amenities such as 42-inch flat-screen TVs.
The Mosaic Hotel features an outdoor pool and a modern fitness center. Guests can enjoy California cuisine at the hotel's restaurant, The Restaurant at Mosaic, which is open for breakfast, lunch and dinner.
All guestrooms at the Mosaic features designer linens. After a busy day, guests can relax with an in-room massage or use the Bvlgari bath products. Guests will also enjoy windows that open and in-room coffeemakers."
66,66,https://cf.bstatic.com/xdata/images/hotel/square600/426589250.webp?k=a068bdd2802cc849f23bed41eca1e1839bc0677991c8a01cb0082c78c2e5bf1a&o=,https://www.booking.com/hotel/us/the-ritz-carlton-marina-del-rey.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=67&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211464&all_sr_blocks=26347913_365326992_0_2_0&highlighted_blocks=26347913_365326992_0_2_0&matching_block_id=26347913_365326992_0_2_0&sr_pri_blocks=26347913_365326992_0_2_0__404047&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"The Ritz-Carlton, Marina del Rey",20.5,3.0,7.8,8.4,245 reviews,King Room - Hearing Accessible,1 king bed,3706,,"Marina Del Rey, Los Angeles",2024/04/14,2024/04/21,33.9843237,-118.45058799,"The Ritz-Carlton, Marina del Rey","Get the celebrity treatment with world-class service at The Ritz-Carlton, Marina del Rey
This waterfront hotel has an outdoor pool with a sun-lounger terrace and views of the marina. It is located 2-miles from Venice Beach, and 5-miles from Los Angeles International Airport. There is also an on-site restaurant.
Rooms at the Ritz-Carlton, Marina Del Rey have polished wood furnishings and plush carpets. They have private balconies and come equipped with LCD TV.
The Ritz-Carlton has a restaurant that offers local Californian cuisine and panoramic views of the Pacific Ocean. There is also a poolside restaurant and a lounge in the lobby.
The Marina Del Rey has a large fitness center that features eucalyptus steam rooms and Precor cardio equipment. Bicycle rentals are available for guests that want to explore the outdoors.
The Ritz Carlton, Marina Del Rey is located 15 miles from Melrose Avenue, and is 23 miles away from Universal Studios Hollywood."
67,67,https://cf.bstatic.com/xdata/images/hotel/square600/498853049.webp?k=c18210368f40ef77c1bda9b5bf206c656231a3f2c503e1b7f32c0e16a017e120&o=,https://www.booking.com/hotel/us/conrad-los-angeles.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=68&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211464&all_sr_blocks=811498703_343406152_2_2_0&highlighted_blocks=811498703_343406152_2_2_0&matching_block_id=811498703_343406152_2_2_0&sr_pri_blocks=811498703_343406152_2_2_0__328873&from=searchresults#hotelTmpl,Conrad Los Angeles,0.6,,9.0,9.5,137 reviews,Deluxe King Room,1 king bed,3017,,"Downtown LA, Los Angeles",2024/04/14,2024/04/21,34.055678,-118.248709,Conrad Los Angeles,"Located in Los Angeles, a 19-minute walk from LA Union Station, Conrad Los Angeles provides accommodations with a terrace, private parking, a restaurant and a bar. With free WiFi, this 5-star hotel offers room service and a 24-hour front desk. The property is 1.5 miles from Microsoft Theater, and within 0.8 miles of the city center.
At the hotel each room is equipped with air conditioning, a seating area, a flat-screen TV with cable channels, a safety deposit box and a private bathroom with a shower, free toiletries and a hairdryer. At Conrad Los Angeles rooms include bed linen and towels.
Staples Center is 1.5 miles from the accommodation, while Dodger Stadium is 3.3 miles away."
68,68,https://cf.bstatic.com/xdata/images/hotel/square600/455446873.webp?k=6bf63b11951f12b63ed88edd63d3a2538197915873ecd053ac2012dbfe902724&o=,https://www.booking.com/hotel/us/spacious-apartments-in-hollywood-ideal-for-long-term-stays-los-angeles.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=69&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211464&all_sr_blocks=712746202_372512816_4_0_0&highlighted_blocks=712746202_372512816_4_0_0&matching_block_id=712746202_372512816_4_0_0&sr_pri_blocks=712746202_372512816_4_0_0__184296&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Central Los Angeles Hollywood Homes,5.4,3.0,8.7,9.1,94 reviews,Two-Bedroom Apartment,Managed by a private host 2 queen beds,1691,2082.0,Los Angeles,2024/04/14,2024/04/21,34.03889337,-118.30013277,Central Los Angeles Hollywood Homes,"Central Los Angeles Hollywood Homes offers free Wifi and rooms with air conditioning in Los Angeles. This sustainable condo hotel is located 2.1 miles from Natural History Museum of Los Angeles County and 2.7 miles from LA Memorial Coliseum. The accommodation features an elevator and a concierge service for guests.
Each unit comes with a fully equipped kitchen with a dining table, a flat-screen TV with streaming services, and a private bathroom with bath, a hair dryer, and free toiletries. A dishwasher, an oven, and microwave are also featured, as well as a coffee machine and a kettle. At the condo hotel, the units are fitted with bed linen and towels.
California Science Center is 2.9 miles from the condo hotel, while Microsoft Theater is 3.2 miles away. The nearest airport is Los Angeles International Airport, 11 miles from Central Los Angeles Hollywood Homes."
69,69,https://cf.bstatic.com/xdata/images/hotel/square600/442670936.webp?k=bdb64356df6b2db7d0571cd9d23768f101395bdede07917c2de5bdd9f1e3168e&o=,https://www.booking.com/hotel/us/marina-del-rey-marriott.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=70&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211464&all_sr_blocks=26347707_116711122_0_0_0&highlighted_blocks=26347707_116711122_0_0_0&matching_block_id=26347707_116711122_0_0_0&sr_pri_blocks=26347707_116711122_0_0_0__286771&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Marina del Rey Marriott,21.4,2.0,8.1,8.9,397 reviews,King Room with Marina View,1 king bed,2631,,"Marina Del Rey, Los Angeles",2024/04/14,2024/04/21,33.98212407,-118.45948555,Marina del Rey Marriott,"Marina del Rey Marriott is located 5 miles from Los Angeles Airport and 15 minutes’ walk from Venice Beach and Boardwalk. It offers a chic outdoor lounge, pool, and spa. There is also an on-site fitness center.
Rooms and suites feature 32"" HDTVs and Plug & Play technology. They include luxurious designer duvets and an evening turn-down service. Each room offers a marble bathroom with a lighted mirror. Rooms also come equipped with a coffee maker, an iron with ironing facilities, and bottled water.
The Marina del Rey Marriott offers on-site dining at Sinder. The restaurant offers shareable SoCal food influenced by Hispanic street food and food trucks.
The Marriott Marina del Rey is 15.4 miles from the Staples Center."
70,70,https://cf.bstatic.com/xdata/images/hotel/square600/426571136.webp?k=bf75f40ef7c2eea5b2bcf291ed25fbd26af9cc636d5081c2258afb729e7ace2c&o=,https://www.booking.com/hotel/us/beverly-hills-marriott.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=71&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211464&all_sr_blocks=18248925_274564812_0_2_0&highlighted_blocks=18248925_274564812_0_2_0&matching_block_id=18248925_274564812_0_2_0&sr_pri_blocks=18248925_274564812_0_2_0__279560&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Beverly Hills Marriott,14.1,3.0,7.4,8.0,770 reviews,Double Room with Two Double Beds,2 full beds,2564,,"Beverly Hills, Los Angeles",2024/04/14,2024/04/21,34.05611832,-118.39609087,Beverly Hills Marriott,"This Los Angeles hotel is less than 1 mile from shopping at Rodeo Drive and the Museum of Tolerance. It features an outdoor pool and spacious rooms with free WiFi and a 42-inch flat-screen TV.
A coffee machine is standard in every classic room at the this hotel. All rooms are decorated in neutral colors and have dark wood furnishings. Some rooms include a mini-refrigerator.
Beverly Hills Marriott Restaurant is located in the lobby at the Marriott Beverly Hills. It serves American cuisine with a Californian twist and offers a full bar menu.
Free access to the hot tub and a small on-site gym is provided to all guests of the hotel. A convenience store and business center are also available.
Downtown Los Angeles attractions, including the Staples Center and the Hollywood Walk of Fame, are within 20 minutes' drive from Beverly Hills Marriott. Rancho Park Golf Course is 1.3 miles away."
