,photo_url,link,name,central_distance,sustainability,rating,comfort_rating,review_count,room_description,room_specifics,price,original_price,neighborhood_city,start_date,end_date,map_lat,map_lng,name,description
29,https://cf.bstatic.com/xdata/images/hotel/square600/5130264.webp?k=341a7def53e54cf46b3edd69396d6498fab35ec9fb045efa5f8a9610b1608b88&o=,https://www.booking.com/hotel/us/majestic-san-francisco.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=d88d924d24f301e2&srepoch=1706215735&all_sr_blocks=5835409_88754473_2_1_0&highlighted_blocks=5835409_88754473_2_1_0&matching_block_id=5835409_88754473_2_1_0&sr_pri_blocks=5835409_88754473_2_1_0__103928&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Hotel Majestic,1.6 km from center,Travel Sustainable Level 2,8.3,Comfort 8.6,"1,739 reviews",Queen Room - Disability Access,1 queen bed,€ 953,"€ 1,232",San Francisco,2024-03-03,2024-03-10,37.78718898,-122.42533609,Hotel Majestic,"




You're eligible for a Genius discount at Hotel Majestic! To save at this property, all you have to do is sign in.
Set within the Victorian neighborhood of Pacific Heights, this historic hotel features early 20th Century architecture and is adorned with French and English antiques. A café and a lounge are located on-site.

Rooms at the Hotel Majestic are elegantly decorated with flowing drapes and pillows. Bathrooms include marble counter-tops and monogrammed robes, and many also feature claw-footed bathtubs.

The Café Majestic offers a full American breakfast, a light fare menu and appetizers. Guests may dine in the plush seating of the dining room or at the bar.

The Majestic is a 6-minute drive from the San Francisco city center and a 5-minute walk from the shops and restaurants of Japantown. San Francisco International Airport is less than 15 miles away.



Couples in particular like the location – they rated it 8.6 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
30,https://cf.bstatic.com/xdata/images/hotel/square600/36090703.webp?k=10c0a5f1eca894e9e8247ea1084afee1a7656d1a7bbbca82f372bba119d00cd8&o=,https://www.booking.com/hotel/us/grant.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=d88d924d24f301e2&srepoch=1706215735&all_sr_blocks=5602001_274271749_0_0_0&highlighted_blocks=5602001_274271749_0_0_0&matching_block_id=5602001_274271749_0_0_0&sr_pri_blocks=5602001_274271749_0_0_0__90166&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Grant Hotel,300 m from center,Travel Sustainable Level 2,8.0,Comfort 8.1,"2,489 reviews",Queen Room,1 queen bed,€ 827,€ 909,"Union Square, San Francisco",2024-03-03,2024-03-10,37.78996260,-122.40963578,Grant Hotel,"




You're eligible for a Genius discount at Grant Hotel! To save at this property, all you have to do is sign in.
Located in downtown San Francisco and just 5 minutes’ walk from Union Square, this charming hotel offers guest rooms with cable TV and free WiFi.  Chinatown is 9 minutes' walk away.

Decorated in natural colors, each room at the Grant Hotel includes a work desk and an in-room safe. The rooms provide free local telephone calls.

A 24-hour front desk is offered to guests of Grant Hotel. Public computers are available in the lobby. Fax and photocopying services are offered and the hotel features luggage storage services.

The Powell-Mason cable car stop is steps from Hotel Grant and offers easy access to Fisherman’s Wharf, 18 minutes' ride away. The Golden Gate Bridge is 3.7 mi away.



Couples in particular like the location – they rated it 9.3 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
31,https://cf.bstatic.com/xdata/images/hotel/square600/412483773.webp?k=93f04a6fcb245c33b31b7ff88e9f5636aee9b16c857a3ec672e16e02becf9d3b&o=,https://www.booking.com/hotel/us/the-touchstone.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=d88d924d24f301e2&srepoch=1706215735&all_sr_blocks=4728007_88995146_0_0_0&highlighted_blocks=4728007_88995146_0_0_0&matching_block_id=4728007_88995146_0_0_0&sr_pri_blocks=4728007_88995146_0_0_0__80710&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Touchstone Hotel - City Center,350 m from center,Travel Sustainable Level 2,7.5,,"1,280 reviews",Petite Double Room,1 full bed,€ 740,,"Union Square, San Francisco",2024-03-03,2024-03-10,37.78708300,-122.41109893,Touchstone Hotel - City Center,"




Located less than 2 minutes' walk from Union Square in San Francisco’s Theater District, Touchstone Hotel - City Center features free WiFi and an on-site local deli. Offering rail service to San Francisco International Airport, Powell Street BART station is 8 minutes’ walk away.

The Touchstone Hotel – City Center offers rooms with a flat-screen TV. Toiletries are provided in the private bathrooms.

Located next to the Touchstone lobby, DAVID’S delicatessen/restaurant serves traditional hot deli sandwiches and soups. Breakfast and dinner menus are also offered.

The Touchstone Hotel is 5 minutes' walk from Chinatown and 6 minutes’ drive to the Museum of Modern Art. Offering live entertainment and special events, Masonic Auditorium is 8 minutes’ walk from the hotel.



Couples in particular like the location – they rated it 8.6 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
32,https://cf.bstatic.com/xdata/images/hotel/square600/287164742.webp?k=26e3f71d8f527d0a8f9314698dc0f96cf9be9d08df62e2d1c2855ca34a3639a2&o=,https://www.booking.com/hotel/us/hayes-valley-inn.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=d88d924d24f301e2&srepoch=1706215735&all_sr_blocks=5627819_91458686_2_0_0&highlighted_blocks=5627819_91458686_2_0_0&matching_block_id=5627819_91458686_2_0_0&sr_pri_blocks=5627819_91458686_2_0_0__45083&from=searchresults#hotelTmpl,Hayes Valley Inn,1.8 km from center,,7.2,,383 reviews,Double Room with Shared Bathroom,1 full bed,€ 414,€ 454,"Western Addition, San Francisco",2024-03-03,2024-03-10,37.77718743,-122.42321581,Hayes Valley Inn,"




Located in San Francisco’s charming Hayes Valley neighborhood, Hayes Valley Inn is just 5 minutes’ walk from attractions such as the San Francisco War Memorial Opera House and San Francisco City Hall.

All rooms at the inn offer free WiFi and shared bathrooms, located in the hallway.

In the area surrounding Hayes Valley Inn, guests can easily discover local boutiques, art galleries and cafes. The Asian Art Museum and Bill Graham Civic Auditorium are just 5 minutes’ drive away. Offering public transportation to San Francisco International Airport and downtown San Francisco, Civic Center/UN Plaza BART Station is 10 minutes’ walk from the inn.



Couples in particular like the location – they rated it 8.8 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
33,https://cf.bstatic.com/xdata/images/hotel/square600/15475215.webp?k=4a6861e836c549597c6cc3b158a57ba96d58ba2cd34307702ed4f041dcb8456d&o=,https://www.booking.com/hotel/us/kensington-park.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=d88d924d24f301e2&srepoch=1706215735&all_sr_blocks=5614715_245369829_2_0_0&highlighted_blocks=5614715_245369829_2_0_0&matching_block_id=5614715_245369829_2_0_0&sr_pri_blocks=5614715_245369829_2_0_0__106364&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Kensington Park Hotel,150 m from center,Travel Sustainable Level 1,8.3,Comfort 8.6,"1,302 reviews",Deluxe Queen Room,1 queen bed,€ 976,"€ 1,261","Union Square, San Francisco",2024-03-03,2024-03-10,37.78824943,-122.40940046,Kensington Park Hotel,"




You're eligible for a Genius discount at Kensington Park Hotel! To save at this property, all you have to do is sign in.
Located 2 minutes’ walk from Union Square and a classic Cable Car stop, this San Francisco hotel is in the heart of downtown San Francisco shops, galleries and restaurants. All elegant rooms offer free WiFi.

Styled in white fine linens, each room features black out drapes, mahogany furnishings and a light-up mirror at Kensington Park Hotel. A flat-screen cable TV and free spa toiletries in the private bathroom are offered. A spacious desk and coffee-making facilities are also provided.

The Grand Lobby reception offers sherry pours each evening for guests of Kensington Park Hotel. Dry cleaning services are offered to all guests. A business center and a 24-hour reception are also provided.

Fisherman's Wharf is 25 minutes’ cable car ride away. The Ferry Building shops, restaurants and ferries to Sausalito and Tiburon are 1 mi away from Kensington Park Hotel. San Francisco International Airport is 40 minutes' drive away.



Couples in particular like the location – they rated it 9.5 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
34,https://cf.bstatic.com/xdata/images/hotel/square600/221957901.webp?k=06bcaea7f5f8600c407569be6b59f2ededb688fc2b84a9258ba4a82c9b8d66ef&o=,https://www.booking.com/hotel/us/stanford-court-san-francisco.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=d88d924d24f301e2&srepoch=1706215735&all_sr_blocks=57048501_94493666_0_2_0&highlighted_blocks=57048501_94493666_0_2_0&matching_block_id=57048501_94493666_0_2_0&sr_pri_blocks=57048501_94493666_0_2_0__143461&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Stanford Court San Francisco,0.5 km from center,Travel Sustainable Level 2,8.5,Comfort 9.1,"2,986 reviews",Standard Queen Room,1 queen bed,"€ 1,316","€ 1,502","Nob Hill, San Francisco",2024-03-03,2024-03-10,37.79201880,-122.40962966,Stanford Court San Francisco,"




You're eligible for a Genius discount at Stanford Court San Francisco! To save at this property, all you have to do is sign in.
Located adjacent to the Powell and California cable car stop, Stanford Court San Francisco is a technology-friendly boutique hotel that features a lobby and business center equipped with 7 MacBooks, iPads and iPad minis all running high-speed WiFi. Bar and Lounge serves craft brews and whiskey. San Francisco’s Union Square,Chinatown, and North Beach are is just 10 minutes’ walk away.

Select rooms feature a view of the San Francisco skyline at Stanford Court San Francisco. All guest rooms offer a pillow top mattress, speedy WiFi, a 49-inch high-definition television with HDMI and USB Ports, USB outlets, Staycast that enables guests stream content from their own devices, and a mini-refrigerator.

Breakfast is available on-site at Commons Cafe. Serves dinner and craft cocktails, beer, and whiskey in the evening.

Guests can workout in the state-of-the-art fitness center at Stanford Court San Francisco.

AT&T Park is 10 minutes’ drive away from Stanford Court San Francisco. Overlooking Grace Cathedral, Huntington Park, atop Nob Hill, is less than 5 minutes’ walk away. Fisherman's Wharf is just 15 minutes’ cable car ride away. Chinatown is 7 minutes’ walk away.

The premium early arrival is $50 plus tax before 09:00 to 14:00. Arriving before 09:00 is the rate of the day plus tax.



Couples in particular like the location – they rated it 9.2 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
35,https://cf.bstatic.com/xdata/images/hotel/square600/430818510.webp?k=43cce706cdde9e9d73233fa33fa08aef2d7090c869d8430f68d103be8c96422f&o=,https://www.booking.com/hotel/us/palace-sf.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=d88d924d24f301e2&srepoch=1706215735&all_sr_blocks=5895237_246420327_0_34_0&highlighted_blocks=5895237_246420327_0_34_0&matching_block_id=5895237_246420327_0_34_0&sr_pri_blocks=5895237_246420327_0_34_0__514967&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Palace Hotel, a Luxury Collection Hotel, San Francisco",0.5 km from center,Travel Sustainable Level 3,8.5,Comfort 9.0,726 reviews,"Deluxe Room, Guest room, 1 King",1 king bed,"€ 4,724",,"Financial District, San Francisco",2024-03-03,2024-03-10,37.78830925,-122.40174741,"Palace Hotel, a Luxury Collection Hotel, San Francisco","




Famed bars, an awe-inspiring crystal chandelier restaurant, a fitness area and a glass dome indoor pool are featured at this landmark Financial District Palace. San Francisco’s vibrant Union Square is 5 minutes’ walk from Palace Hotel.

Leather tufted headboards, 11-foot ceilings, bedside lighting, high thread count linens and pillow-top bedding set the stage for a luxurious night’s sleep in each room at the Palace Hotel, a Luxury Collection Hotel, San Francisco. High-end luggage inspired desk, tables and the bathroom vanity transport guests to the Palace origins with modern finishes. A 48-inch flat-screen satellite and streaming enabled TV, marble bath, rain shower and back-lit bathroom mirror completes the design. Inspired by west-coast impressionism, layered deep plum, midnight blue and shades of gray textiles create a rich coastal atmosphere. Restored architectural elements like a solid oak door from 1909 and brass monogrammed door knobs are featured. Custom sofas in a separate seating area and Market Street views are featured in select suites.

Austrian crystal chandeliers hang from a light-filled glass rotunda surrounding The Garden Court restaurant. Breakfast, lunch and signature tea is featured during the day. Savory bites, handcrafted cocktails, curated wines and decadent desserts are served in the evening at the GC Lounge. Guests can enjoy innovative cocktails, craft beers, bold wines and shareable artisan cuisine at the Pied Piper, home of the Maxfield Parrish mural The Pied Piper of Hamelin, which was commissioned as gift to San Francisco to honor the hotel’s reopening in 1909. Boasting sexy, contemporary décor, the Pied Piper is a San Francisco legend and the perfect place for an intimate individual dining experience or a social celebration.

Under a glass dome with city views, an indoor pool surrounded by chaise lounges and spas is featured. Tucked away on a high floor, this key card access oasis also features spa services and a 24-hour fitness center that overlooks the pool area through floor to ceiling windows. Marble baths and spa showers are featured in the changing rooms.

Palace Hotel, a Luxury Collection Hotel, San Francisco is 20 minutes’ cable car ride from shopping and dining at Fisherman’s Wharf. Offering a 24-hour concierge service, the concierge can connect guests’ to restaurants, designer boutiques, cable cars rides, the Embarcadero, Ferry Building, Chinatown, Oracle Park, cultural museums and theaters.



Couples in particular like the location – they rated it 9.0 for a two-person trip.



Hotel chain/brand:
Luxury Collection

Distance in property description is calculated using © OpenStreetMap

Show me more



"
36,https://cf.bstatic.com/xdata/images/hotel/square600/76263893.webp?k=a39f45ef143d0012a9ceebacf7719bafe6a5a722f256f0d0b5835d031398c875&o=,https://www.booking.com/hotel/us/axiom.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=d88d924d24f301e2&srepoch=1706215735&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__146421&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Axiom Hotel,350 m from center,Travel Sustainable Level 3,8.5,Comfort 9.0,991 reviews,Double Room,1 full bed,"€ 1,343",,"Union Square, San Francisco",2024-03-03,2024-03-10,37.78472080,-122.40785181,Axiom Hotel,"




You're eligible for a Genius discount at Axiom Hotel! To save at this property, all you have to do is sign in.
Sensor locks and online check-in make staying at the Axiom Hotel a technology forward experience. Lounge areas , Century-old architecture fuses with an electric modern design in this boutique hotel.

A 48-inch Samsung flat-screen Smart TV with wireless streaming capabilities is featured in each room. A Kube Bluetooth clock radio and an electronic laptop safe are provided for convenience. Premium linens, signature Axiom robes and LATHER brand toiletries are also provided.

The entire property includes fiber optic free WiFi, including the lounge common areas and guest rooms. A 24-hour reception is available to assist guests.

Shopping and dining opportunities in San Francisco’s Union Square are just 984 feet from Axiom Hotel.  The Dragon’s Gate entrance to Chinatown is 0.6 mi away. The Coit Tower and North Beach are 1.9 mi away from this hotel.



Couples in particular like the location – they rated it 9.1 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
37,https://cf.bstatic.com/xdata/images/hotel/square600/254588957.webp?k=214ed5a5376a419a4cf88b3e1c4a945a8bffafb07ed754afec4457d953c0cc58&o=,https://www.booking.com/hotel/us/grand-hyatt-san-francisco.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=d88d924d24f301e2&srepoch=1706215735&all_sr_blocks=17306413_244542676_2_2_0&highlighted_blocks=17306413_244542676_2_2_0&matching_block_id=17306413_244542676_2_2_0&sr_pri_blocks=17306413_244542676_2_2_0__217997&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Grand Hyatt San Francisco Union Square,150 m from center,Travel Sustainable Level 3+,8.4,Comfort 8.9,"1,816 reviews",Double Room with Two Double Beds,2 full beds,"€ 2,000",,"Union Square, San Francisco",2024-03-03,2024-03-10,37.78921436,-122.40711249,Grand Hyatt San Francisco Union Square,"




This San Francisco hotel in Union Square is just steps from Chinatown.  On-site dining and a 24-hour gym are available for guest convenience.

The spacious, modern rooms at Grand Hyatt San Francisco Union Square provide a flat-screen cable TV and an Uno-Bitell Media phone with MP3/iPod docking capabilities along with a small refrigerator and a coffee machine. The bathrooms feature designer bath amenities.

Guests at Grand Hyatt San Francisco Union Square can enjoy American cuisine and cocktails at OneUP Restaurant and Lounge.

San Francisco Grand Hyatt Union Square is within 11 minutes' walk from Montgomery Street BART Station and San Francisco Museum of Modern Art. Fisherman's Wharf and Alcatraz Island are 1 mi away.



Couples in particular like the location – they rated it 9.4 for a two-person trip.



Hotel chain/brand:
Grand Hyatt

Distance in property description is calculated using © OpenStreetMap

Show me more



"
38,https://cf.bstatic.com/xdata/images/hotel/square600/435722018.webp?k=9bfa5fce077498ff1890897dccbef7de252459fc6438a2febd7f392225818b09&o=,https://www.booking.com/hotel/us/cornell-de-france.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=d88d924d24f301e2&srepoch=1706215735&all_sr_blocks=4791703_276520568_2_1_0&highlighted_blocks=4791703_276520568_2_1_0&matching_block_id=4791703_276520568_2_1_0&sr_pri_blocks=4791703_276520568_2_1_0__131678&from=searchresults#hotelTmpl,Cornell Hotel de France,300 m from center,,8.3,Comfort 8.8,"1,045 reviews",Standard Queen Room,1 queen bed,"€ 1,208","€ 1,327","Union Square, San Francisco",2024-03-03,2024-03-10,37.79004844,-122.40914963,Cornell Hotel de France,"




You're eligible for a Genius discount at Cornell Hotel de France! To save at this property, all you have to do is sign in.
Discover the charm and elegance of France in the heart of San Francisco at this family-owned and operated hotel. Originally built in 1910, Cornell Hotel de France combines old-world charm with modern amenities such free WiFi. Admire prints of masterpieces from famous artists throughout the hotel. Union Square is just 5 minutes’ walk away.

Individually decorated, each charming room is equipped with a cable TV and a telephone with private voice mail.

Cornell Hotel de France features an exceptional location close to many of the city's main points of interest such as the Theater District. San Francisco’s legendary Chinatown is 10 minutes’ walk from the hotel. The city's historic cable car system is also easily accessible and the Powell Street cable car stop is 7 minutes’ walk away.



Couples in particular like the location – they rated it 9.4 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
39,https://cf.bstatic.com/xdata/images/hotel/square600/265018849.webp?k=18ce77e756c49669b298adab16f5065d0fd98ec61b27dfef46051d707a407be1&o=,https://www.booking.com/hotel/us/four-seasons-embarcadero.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=d88d924d24f301e2&srepoch=1706215735&all_sr_blocks=18821434_272807206_2_0_0&highlighted_blocks=18821434_272807206_2_0_0&matching_block_id=18821434_272807206_2_0_0&sr_pri_blocks=18821434_272807206_2_0_0__455130&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Four Seasons Hotel San Francisco at Embarcadero,0.8 km from center,Travel Sustainable Level 1,9.1,Comfort 9.6,267 reviews,Deluxe King Room with Skyline View,1 king bed,"€ 4,175",,"Financial District, San Francisco",2024-03-03,2024-03-10,37.79250719,-122.40076035,Four Seasons Hotel San Francisco at Embarcadero,"




Featuring stunning views of downtown San Francisco from each spacious guestroom, Four Seasons Hotel San Francisco at Embarcadero offers gourmet on-site dining, in-room massage services and easy access to sites such as Chinatown, 7 minutes’ walk away.

Featuring free WiFi, each air-conditioned room at Four Seasons Hotel San Francisco at Embarcadero combines timeless design with modern amenities such as flat-screen TVs and iPod docking stations. With rooms located on the top 11 floors of a 48-story tower, the hotel offers breathtaking views of San Francisco.

In-room dining is available to guests from 6:00 to 22:00.

Guests of Four Seasons Hotel San Francisco at Embarcadero can start the day with a workout in the 24-hour fitness center or enjoy a yoga class.

Offering unique shops, restaurants and nightlife, vibrant Union Square is 12 minutes’ walk away from this hotel.  Offering service to San Francisco International Airport, Embarcadero BART (Bay Area Rapid Transit) station is 6 minutes’ walk away.



Couples in particular like the location – they rated it 9.3 for a two-person trip.



Hotel chain/brand:
Four Seasons Hotels and Resorts

Distance in property description is calculated using © OpenStreetMap

Show me more



"
40,https://cf.bstatic.com/xdata/images/hotel/square600/468439909.webp?k=33b82818691c0723cc83d4e7da32a56093a6a6a3617c973d664c8c1f330da873&o=,https://www.booking.com/hotel/us/luma-san-francisco.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AvCRy60GwAIB0gIkMWFmOTE2MjUtMDhjNS00NmJmLTllNGQtOWY1MjQxZDdkYjhm2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-03-03&checkout=2024-03-10&dest_id=20015732&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=d88d924d24f301e2&srepoch=1706215735&all_sr_blocks=784051002_372660234_2_0_0&highlighted_blocks=784051002_372660234_2_0_0&matching_block_id=784051002_372660234_2_0_0&sr_pri_blocks=784051002_372660234_2_0_0__202906&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,LUMA Hotel San Francisco - #1 Hottest New Hotel in the US,2.1 km from center,Travel Sustainable Level 2,8.9,Comfort 9.6,900 reviews,Deluxe Queen Room with Two Queen Beds,2 queen beds,"€ 1,861","€ 2,190","South of Market (SOMA), San Francisco",2024-03-03,2024-03-10,37.77483700,-122.39029200,LUMA Hotel San Francisco - #1 Hottest New Hotel in the US,"




Located in San Francisco, 1312 feet from Oracle Park, LUMA Hotel San Francisco - #1 Hottest New Hotel in the US features accommodations with a private parking, a fitness center, frette bed linens, bathrobes and slippers. Among the facilities at this property are a 24-hour front desk and room service, along with complimentary WiFi throughout the property. The accommodations provides an ATM, a concierge service and luggage storage for guests.

All rooms at the hotel have air conditioning, mini refrigerator  and a desk.

The bathroom is equipped with dual head walk in shower and etro Italian bath and body amenities.

Guests at LUMA Hotel San Francisco - #1 Hottest New Hotel in the US can enjoy our coffee shop with pastries.

Moscone Center is 0.8 mi from the accommodations, while Union Square is 1.3 mi from the property. The nearest airport is San Francisco International Airport, 9.9 mi from LUMA Hotel San Francisco - #1 Hottest New Hotel in the US.

Closest hotel to the Chase Center with less than a 10 minute walk, and next to the Central Subway Mission Rock Station to Union Square and Chinatown.

2023 TripAdvisor #1 Hottest New Hotel in USA



Couples in particular like the location – they rated it 9.3 for a two-person trip.



Distance in property description is calculated using © OpenStreetMap

Show me more



"
